ID	Name	Type	Category	PP	Power	Accuracy	Status Chance	Status	Times	Weather	P Critical Hits	P HP	P Attack	O Attack	P Defense	O Defense	P Sp Attack	O Sp Attack	P Sp Defense	O Sp Defense	P Speed	O Speed	Flinch	Description
525	Dragon Tail	Dragon	Physical	10	60	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
526	Work Up	Normal	Status	30	0	1			1		0		1	0	0	0	1	0	0	0	0	0	0	The user is roused, and its Attack and Sp. Attack stats increase.
527	Electroweb	Electric	Special	15	55	0.95			1		0		0	0	0	0	0	0	0	0	0	-1	0	The user attacks and captures opposing Pokémon by using an electric net. This lowers their Speed stat.
528	Wild Charge	Electric	Physical	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user shrouds itself in electricity and smashes into its target. This also damages the user a little.
529	Drill Run	Ground	Physical	10	80	0.95			1		1		0	0	0	0	0	0	0	0	0	0	0	The user crashes into its target while rotating its body like a drill. Critical hits land more easily.
530	Dual Chop	Dragon	Physical	15	40	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.
531	Heart Stamp	Psychic	Physical	25	60	1			1		0		0	0	0	0	0	0	0	0	0	0	1	The user unleashes a vicious blow after its cute act makes the target less wary. This may also make the target flinch.
532	Horn Leech	Grass	Physical	10	75	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target.
533	Sacred Sword	Fighting	Physical	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage.
534	Razor Shell	Water	Physical	10	75	0.95			1		0		0	0	0	-1	0	0	0	0	0	0	0	The user cuts its target with sharp shells. This may also lower the target's Defense stat.
535	Heat Crash	Fire	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move's power.
536	Leaf Tornado	Grass	Special	10	65	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks its target by encircling it in sharp leaves. This attack may also lower the target's accuracy.
537	Steamroller	Bug	Physical	20	65	1			1		0		0	0	0	0	0	0	0	0	0	0	1	The user crushes its targets by rolling over them with its rolled-up body. This attack may make the target flinch.
538	Cotton Guard	Grass	Status	10	0	1			1		0		0	0	3	0	0	0	0	0	0	0	0	The user protects itself by wrapping its body in soft cotton, which drastically raises the user's Defense stat.
539	Night Daze	Dark	Special	10	85	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy.
540	Psystrike	Psychic	Special	10	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user materializes an odd psychic wave to attack the target. This attack does physical damage.
541	Tail Slap	Normal	Physical	10	25	0.85			2,5		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
542	Hurricane	Flying	Special	10	110	0.7	0.3	Confusion	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
543	Head Charge	Normal	Physical	15	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user charges its head into its target, using its powerful guard hair. This also damages the user a little.
544	Gear Grind	Steel	Physical	15	50	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by throwing steel gears at its target twice.
545	Searing Shot	Fire	Special	5	100	1	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn.
546	Techno Blast	Normal	Special	5	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds.
547	Relic Song	Normal	Special	10	75	1	1	Sleep	1		0		0	0	0	0	0	0	0	0	0	0	0	The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
548	Secret Sword	Fighting	Special	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
549	Glaciate	Ice	Special	10	65	0.95			1		0		0	0	0	0	0	0	0	0	0	-1	0	The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
550	Bolt Strike	Electric	Physical	5	130	0.85	0.2	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
551	Blue Flare	Fire	Special	5	130	0.85	0.2	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn.
552	Fiery Dance	Fire	Special	10	80	1			1		0		0	0	0	0	1	0	0	0	0	0	0	Cloaked in flames, the user dances and flaps its wings. This may also raise the user's Sp. Atk stat.
553	Freeze Shock	Ice	Physical	5	140	0.9	0.3	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis.
554	Ice Burn	Ice	Special	5	140	0.9	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.
555	Snarl	Dark	Special	15	55	0.95			1		0		0	0	0	0	0	-1	0	0	0	0	0	The user yells as if it's ranting about something, which lowers the Sp. Attack stat of opposing Pokémon.
556	Icicle Crash	Ice	Physical	10	85	0.9			1		0		0	0	0	0	0	0	0	0	0	0	1	The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
557	V-create	Fire	Physical	5	180	0.95			1		0		0	0	0	-1	0	0	-1	0	-1	0	0	With a hot flame on its forehead, the user hurls itself at its target. This lowers the user's Defense, Sp. Def, and Speed stats.
558	Fusion Flare	Fire	Special	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user brings down a giant flame. This attack is more powerful when influenced by an enormous thunderbolt.
559	Fusion Bolt	Electric	Physical	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame.
560	Flying Press	Fighting	Physical	10	100	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
561	Mat Block	Fighting	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves.
562	Belch	Poison	Special	10	120	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	User must have consumed a Berry.
563	Rototiller	Ground	Status	10	0	1			1		0		1	0	0	0	0	1	0	0	0	0	0	Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of the user.
564	Sticky Web	Bug	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	The user weaves a sticky net around the opposing team, which lowers their Speed stat.
565	Fell Stinger	Bug	Physical	25	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	When the user knocks out a target with this move, the user's Attack stat rises sharply.
566	Phantom Force	Ghost	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself.
567	Trick-or-Treat	Ghost	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user takes the target trick-or-treating. This adds Ghost type to the target's type.
568	Noble Roar	Normal	Status	30	0	1			1		0		0	-1	0	0	0	-1	0	0	0	0	0	Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.
569	Ion Deluge	Electric	Status	25	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves.
570	Parabolic Charge	Electric	Special	20	65	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks everything around it. The user's HP is restored by half the damage taken by those hit.
571	Forest's Curse	Grass	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user puts a forest curse on the target. Afflicted targets are now Grass type as well.
572	Petal Blizzard	Grass	Physical	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user stirs up a violent petal blizzard and attacks everything around it.
573	Freeze-Dry	Ice	Special	20	70	1	0.1	Freeze	1		0		0	0	0	0	0	0	0	0	0	0	0	The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
574	Disarming Voice	Fairy	Special	15	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses.
575	Parting Shot	Dark	Status	20	0	1			1		0		0	-1	0	0	0	-1	0	0	0	0	0	The user lowers the target's Attack and Sp. Attack stats.
576	Topsy-Turvy	Dark	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
577	Draining Kiss	Fairy	Special	10	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user steals the target's energy with a kiss. The user's HP is restored by over half of the damage taken by the target.
578	Crafty Shield	Fairy	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
579	Flower Shield	Fairy	Status	10	0	1			1		0		0	0	1	0	0	0	0	0	0	0	0	The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
580	Grassy Terrain	Grass	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user turns the ground under everyone's feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn.
581	Misty Terrain	Fairy	Status	10	0	1			1		0		0	0	0	0	0	0	1	0	0	0	0	The user covers the ground under their feet with mist, increasing their Sp Defense.
582	Electrify	Electric	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	If the target is electrified before it uses a move during that turn, the target's move becomes Electric type.
583	Play Rough	Fairy	Physical	10	90	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user plays rough with the target and attacks it. This may also lower the target's Attack stat.
584	Fairy Wind	Fairy	Special	30	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user stirs up a fairy wind and strikes the target with it.
585	Moonblast	Fairy	Special	15	95	1			1		0		0	0	0	0	0	-1	0	0	0	0	0	Borrowing the power of the moon, the user attacks the target. This may also lower the target's Sp. Atk stat.
586	Boomburst	Normal	Special	10	140	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks everything around it with the destructive power of a terrible, explosive sound.
587	Fairy Lock	Fairy	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.
588	King's Shield	Steel	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
589	Play Nice	Normal	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.
590	Confide	Normal	Status	20	0	1			1		0		0	0	0	0	0	-1	0	0	0	0	0	The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk. stat.
591	Diamond Storm	Rock	Physical	5	100	0.95			1		0		0	0	1	0	0	0	0	0	0	0	0	The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user's Defense stat.
592	Steam Eruption	Water	Special	5	110	0.95	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user immerses the target in superheated steam. This may also leave the target with a burn.
593	Hyperspace Hole	Psychic	Special	5	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using Protect or Detect.
594	Water Shuriken	Water	Special	20	15	1			2,5		0		0	0	0	0	0	0	0	0	0	0	0	The user hits the target with throwing stars two to five times in a row. This move always goes first.
595	Mystical Fire	Fire	Special	10	75	1			1		0		0	0	0	0	0	-1	0	0	0	0	0	The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.
596	Spiky Shield	Grass	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact.
597	Aromatic Mist	Fairy	Status	20	0	1			1		0		0	0	0	0	0	0	1	0	0	0	0	The user raises its Sp. Defense.
598	Eerie Impulse	Electric	Status	15	0	1			1		0		0	0	0	0	0	-2	0	0	0	0	0	The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.
599	Venom Drench	Poison	Status	20	0	1			1		0		0	0	0	0	0	-2	0	-2	0	-1	0	Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.
600	Powder	Bug	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user covers the target in a powder that explodes and damages the target if it uses a Fire-type move.
601	Geomancy	Fairy	Status	10	0	1			1		0		0	0	0	0	1	0	1	0	1	0	0	The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats.
602	Magnetic Flux	Electric	Status	20	0	1			1		0		0	0	1	0	0	0	1	0	0	0	0	The user manipulates magnetic fields which raises its Defense and Sp. Def.
603	Happy Hour	Normal	Status	30	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Using Happy Hour doubles the amount of prize money received after battle.
604	Electric Terrain	Electric	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user electrifies the ground under everyone's feet for five turns. Pokémon on the ground no longer fall asleep.
605	Dazzling Gleam	Fairy	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user damages opposing Pokémon by emitting a powerful flash.
606	Celebrate	Normal	Status	40	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The Pokémon congratulates you on your special day!
607	Hold Hands	Normal	Status	40	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user and an ally hold hands. This makes them very happy.
608	Baby-Doll Eyes	Fairy	Status	30	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first.
609	Nuzzle	Electric	Physical	20	20	1	1	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.
610	Hold Back	Normal	Physical	40	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user holds back when it attacks and the target is left with at least 1 HP.
611	Infestation	Bug	Special	20	20	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The target is infested and attacked for four to five turns. The target can't flee during this time.
612	Power-Up Punch	Fighting	Physical	20	40	1			1		0		1	0	0	0	0	0	0	0	0	0	0	Striking opponents over and over makes the user's fists harder. Hitting a target raises the Attack stat.
613	Oblivion Wing	Flying	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target.
614	Thousand Arrows	Ground	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Makes Flying-type Pokémon vulnerable to Ground moves.
615	Thousand Waves	Ground	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Opponent cannot flee or switch.
616	Land's Wrath	Ground	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.
617	Light of Ruin	Fairy	Special	5	140	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Drawing power from the Eternal Flower, the user fires a powerful beam of light. This also damages the user quite a lot.
618	Origin Pulse	Water	Special	10	110	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.
619	Precipice Blades	Ground	Physical	10	120	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.
620	Dragon Ascent	Flying	Physical	5	120	1			1		0		0	0	-1	0	0	0	-1	0	0	0	0	After soaring upward, the user attacks its target by dropping out of the sky at high speeds, although it lowers its own Defense and Sp. Def in the process.
621	Hyperspace Fury	Dark	Physical	5	100	1			1		0		0	0	-1	0	0	0	0	0	0	0	0	Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This attack lowers the user's Defense.
622	Breakneck Blitz	Normal	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Normal type Z-Move.
623	Breakneck Blitz	Normal	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Normal type Z-Move.
624	All-Out Pummeling	Fighting	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fighting type Z-Move.
625	All-Out Pummeling	Fighting	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fighting type Z-Move.
626	Supersonic Skystrike	Flying	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Flying type Z-Move.
627	Supersonic Skystrike	Flying	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Flying type Z-Move.
628	Acid Downpour	Poison	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Poison type Z-Move.
629	Acid Downpour	Poison	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Poison type Z-Move.
630	Tectonic Rage	Ground	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ground type Z-Move.
631	Tectonic Rage	Ground	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ground type Z-Move.
632	Continental Crush	Rock	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Rock type Z-Move.
633	Continental Crush	Rock	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Rock type Z-Move.
634	Savage Spin-Out	Bug	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Bug type Z-Move.
635	Savage Spin-Out	Bug	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Bug type Z-Move.
636	Never-Ending Nightmare	Ghost	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ghost type Z-Move.
637	Never-Ending Nightmare	Ghost	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ghost type Z-Move.
638	Corkscrew Crash	Steel	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Steel type Z-Move.
639	Corkscrew Crash	Steel	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Steel type Z-Move.
640	Inferno Overdrive	Fire	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fire type Z-Move.
641	Inferno Overdrive	Fire	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fire type Z-Move.
642	Hydro Vortex	Water	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Water type Z-Move.
643	Hydro Vortex	Water	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Water type Z-Move.
644	Bloom Doom	Grass	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Grass type Z-Move.
645	Bloom Doom	Grass	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Grass type Z-Move.
646	Gigavolt Havoc	Electric	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Electric type Z-Move.
647	Gigavolt Havoc	Electric	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Electric type Z-Move.
648	Shattered Psyche	Psychic	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Psychic type Z-Move.
649	Shattered Psyche	Psychic	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Psychic type Z-Move.
650	Subzero Slammer	Ice	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ice type Z-Move.
651	Subzero Slammer	Ice	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ice type Z-Move.
652	Devastating Drake	Dragon	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dragon type Z-Move.
653	Devastating Drake	Dragon	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dragon type Z-Move.
654	Black Hole Eclipse	Dark	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dark type Z-Move.
655	Black Hole Eclipse	Dark	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dark type Z-Move.
656	Twinkle Tackle	Fairy	Physical	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fairy type Z-Move.
657	Twinkle Tackle	Fairy	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fairy type Z-Move.
658	Catastropika	Electric	Physical	1	210	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Pikachu-exclusive Z-Move.
659	Shore Up	Ground	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user regains up to half of its max HP. It restores more HP in a sandstorm.
660	First Impression	Bug	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Although this move has great power, it only works the first turn the user is in battle.
661	Baneful Bunker	Poison	Status	10	0	1	1	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	Protects the user and poisons opponent on contact.
662	Spirit Shackle	Ghost	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Prevents the opponent from switching out.
663	Darkest Lariat	Dark	Physical	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ignores opponent's stat changes.
664	Sparkling Aria	Water	Special	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Heals the burns of its target.
665	Ice Hammer	Ice	Physical	10	100	0.9			1		0		0	0	0	0	0	0	0	0	-1	0	0	The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.
666	Floral Healing	Fairy	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.
667	High Horsepower	Ground	Physical	10	95	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	The user fiercely attacks the target using its entire body.
668	Strength Sap	Grass	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.
669	Solar Blade	Grass	Physical	10	125	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Charges on first turn, attacks on second.
670	Leafage	Grass	Physical	40	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Strikes opponent with leaves.
671	Spotlight	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user shines a spotlight on the target so that only the target will be attacked during the turn.
672	Toxic Thread	Poison	Status	20	0	1	1	Poison	1		0		0	0	0	0	0	0	0	0	0	-1	0	Lowers target's Speed.
673	Laser Focus	Normal	Status	30	0	1			1		1		0	0	0	0	0	0	0	0	0	0	0	User's next attack is guaranteed to result in a critical hit.
674	Gear Up	Steel	Status	20	0	1			1		0		1	0	0	0	1	0	0	0	0	0	0	The user engages its gears to raise the Attack and Sp. Attack stats.
675	Throat Chop	Dark	Physical	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Prevents use of sound moves for two turns.
676	Pollen Puff	Bug	Special	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Deals damage to opponent or restores HP of teammate.
677	Anchor Shot	Steel	Physical	20	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.
678	Psychic Terrain	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Prevents priority moves from being used for 5 turns.
679	Lunge	Bug	Physical	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.
680	Fire Lash	Fire	Physical	15	80	1			1		0		0	0	-1	0	0	0	0	0	0	0	0	The user strikes the target with a burning lash. This also lowers the target's Defense stat.
681	Power Trip	Dark	Physical	10	20	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.
682	Burn Up	Fire	Special	5	130	1			1		0		0	0	0	0	0	0	0	0	0	0	0	To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.
683	Speed Swap	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	1	0	0	The user raises its Speed.
684	Smart Strike	Steel	Physical	10	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user stabs the target with a sharp horn. This attack never misses.
685	Purify	Poison	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.
686	Revelation Dance	Normal	Special	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Type changes based on Oricorio's form.
687	Core Enforcer	Dragon	Special	10	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Suppresses the target's ability if the target has already moved.
688	Trop Kick	Grass	Physical	15	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Lowers opponent's Attack.
689	Instruct	Psychic	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Allows an ally to use a move instead.
690	Beak Blast	Flying	Physical	15	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it's heating up its beak results in a burn.
691	Clanging Scales	Dragon	Special	5	110	1			1		0		0	0	-1	0	0	0	0	0	0	0	0	Lowers user's Defense.
692	Dragon Hammer	Dragon	Physical	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user uses its body like a hammer to attack the target and inflict damage.
693	Brutal Swing	Dark	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user swings its body around violently to inflict damage on everything in its vicinity.
694	Aurora Veil	Ice	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Halves damage from Physical and Special attacks for five turns.
695	Sinister Arrow Raid	Ghost	Physical	1	180	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Decidueye-exclusive Z-Move.
696	Malicious Moonsault	Dark	Physical	1	180	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Incineroar-exclusive Z-Move.
697	Oceanic Operetta	Water	Special	1	195	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Primarina-exclusive Z-Move.
698	Guardian of Alola	Fairy	Special	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Tapu-exclusive Z-move. Cuts opponent's HP by 75%.
699	Soul-Stealing 7-Star Strike	Ghost	Physical	1	195	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Marshadow-exclusive Z-Move.
700	Stoked Sparksurfer	Electric	Special	1	175	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Alolan Raichu-exclusive Electric type Z-Move.
701	Pulverizing Pancake	Normal	Physical	1	210	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Snorlax-exclusive Normal type Z-Move.
702	Extreme Evoboost	Normal	Status	1	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Eevee-exclusive Z-Move. Sharply raises all stats.
703	Genesis Supernova	Psychic	Special	1	185	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Mew-exclusive Z-Move.
704	Shell Trap	Fire	Special	5	150	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Deals more damage to opponent if hit by a Physical move.
705	Fleur Cannon	Fairy	Special	5	130	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Sharply lowers user's Special Attack.
